query,truth,response
Query: Select all options that are adjacent to and south of Bristol County Massachusetts? You may choose one or more options. Options: a. Zipcode 02067 b. Zipcode 02535 c. Zipcode 02072 d. Zipcode 02339 e. None of the above,"a,c",e
Query: Select all options that are southeast of Zipcode 39877? You may choose one or more options. Options: a. Zipcode 39826 b. Zipcode 31780 c. Zipcode 31719 d. Zipcode 31825 e. None of the above,d,e
Query: Select all options that are southwest of Zipcode 45657? You may choose one or more options. Options: a. Zipcode 45616 b. Zipcode 45661 c. Zipcode 45671 d. Zipcode 45660 e. None of the above,b,e
Query: Select all options that are inside of Marion County Kentucky? You may choose one or more options. Options: a. Zipcode 40107 b. Zipcode 40484 c. Zipcode 40464 d. Zipcode 42740 e. None of the above,e,"a,b,c,e"
Query: Select all options that are adjacent to and northeast of Moody County South Dakota? You may choose one or more options. Options: a. Zipcode 56134 b. Zipcode 57057 c. Zipcode 57002 d. Lincoln County Minnesota e. None of the above,e,"d,e"
Query: Select all options that are adjacent to and east of Zipcode 33434? You may choose one or more options. Options: a. Zipcode 33498 b. Zipcode 33496 c. Zipcode 33431 d. Zipcode 33428 e. None of the above,a,"c,e"
Query: Select all options that are adjacent to and northwest of Clark County Indiana? You may choose one or more options. Options: a. Zipcode 40059 b. The State of Kentucky c. Zipcode 40222 d. Zipcode 40006 e. None of the above,"a,b,c","b,e"
Query: Select all options that are adjacent to and southwest of McMinn County Tennessee? You may choose one or more options. Options: a. Zipcode 37331 b. Zipcode 28906 c. Loudon County Tennessee d. Zipcode 37880 e. None of the above,c,e
Query: Select all options that are southwest of Talbot County Georgia? You may choose one or more options. Options: a. Zipcode 31829 b. Zipcode 31830 c. Monroe County Georgia d. Zipcode 31016 e. None of the above,c,e
Query: Select all options that are adjacent to and northwest of Zipcode 48436? You may choose one or more options. Options: a. Zipcode 48507 b. Zipcode 48418 c. Zipcode 48429 d. Zipcode 48451 e. None of the above,d,e
Query: Select all options that are southeast of The State of Florida? You may choose one or more options. Options: a. Zipcode 39825 b. Zipcode 31638 c. Zipcode 33944 d. Zipcode 39817 e. None of the above,"a,b,d",e
Query: Select all options that are west of Zipcode 01080? You may choose one or more options. Options: a. Zipcode 01079 b. Zipcode 01069 c. Zipcode 01009 d. Zipcode 01056 e. None of the above,a,e
Query: Select all options that are adjacent to and north of Jefferson County Tennessee? You may choose one or more options. Options: a. Sevier County Tennessee b. Union County Tennessee c. Zipcode 37890 d. Zipcode 37860 e. None of the above,a,e
Query: Select all options that are adjacent to and north of Zipcode 97216? You may choose one or more options. Options: a. Zipcode 97220 b. Zipcode 97233 c. Zipcode 97230 d. Zipcode 97213 e. None of the above,e,"a,e"
Query: Select all options that are adjacent to and west of Zipcode 70776? You may choose one or more options. Options: a. Zipcode 70346 b. Zipcode 70810 c. Zipcode 70769 d. Zipcode 70734 e. None of the above,c,e
Query: Select all options that are adjacent to and east of Zipcode 95409? You may choose one or more options. Options: a. Zipcode 95448 b. Zipcode 94574 c. Zipcode 95407 d. Zipcode 95442 e. None of the above,e,"c,e"
Query: Select all options that are adjacent to and east of Zipcode 57066? You may choose one or more options. Options: a. Zipcode 57059 b. Zipcode 57062 c. Zipcode 57376 d. Zipcode 57045 e. None of the above,e,"b,e"
Query: Select all options that are adjacent to and south of Zipcode 12760? You may choose one or more options. Options: a. Zipcode 12723 b. Zipcode 13774 c. Zipcode 12766 d. Zipcode 12741 e. None of the above,e,"c,e"
Query: Select all options that are adjacent to and southeast of Zipcode 67442? You may choose one or more options. Options: a. Zipcode 67456 b. Zipcode 67464 c. Zipcode 67425 d. Zipcode 67401 e. None of the above,c,e
Query: Select all options that are adjacent to and east of The State of Arkansas? You may choose one or more options. Options: a. Zipcode 74932 b. Zipcode 38654 c. Zipcode 74960 d. Zipcode 71630 e. None of the above,"a,c","d,e"
Query: Select all options that are northwest of Zipcode 12564? You may choose one or more options. Options: a. Zipcode 12570 b. Zipcode 12594 c. Zipcode 12563 d. Zipcode 06784 e. None of the above,e,e
Query: Select all options that are adjacent to and southwest of Zipcode 79762? You may choose one or more options. Options: a. Zipcode 79707 b. Zipcode 79765 c. Zipcode 79706 d. Zipcode 79758 e. None of the above,a,"b,e"
Query: Select all options that are adjacent to and southeast of Linn County Oregon? You may choose one or more options. Options: a. Zipcode 97759 b. Jefferson County Oregon c. Zipcode 97351 d. Zipcode 97331 e. None of the above,c,e
Query: Select all options that are adjacent to and south of The State of Florida? You may choose one or more options. Options: a. Zipcode 31773 b. Zipcode 33953 c. Zipcode 32502 d. Zipcode 34475 e. None of the above,e,e
Query: Select all options that are adjacent to and southwest of Hickman County Tennessee? You may choose one or more options. Options: a. Zipcode 37221 b. Zipcode 37062 c. Zipcode 37134 d. Zipcode 37064 e. None of the above,b,e
Query: Select all options that are adjacent to and southeast of Ashley County Arkansas? You may choose one or more options. Options: a. Zipcode 71675 b. Zipcode 71730 c. Zipcode 71253 d. Zipcode 71647 e. None of the above,"a,d",e
Query: Select all options that are adjacent to and south of Zipcode 93664? You may choose one or more options. Options: a. Zipcode 93605 b. Zipcode 93667 c. Zipcode 93643 d. Zipcode 93604 e. None of the above,a,e
Query: Select all options that are northwest of Bristol County Rhode Island? You may choose one or more options. Options: a. Zipcode 02878 b. The State of Massachusetts c. Zipcode 02806 d. Zipcode 02764 e. None of the above,a,"b,e"
Query: Select all options that are adjacent to and southeast of Zipcode 92108? You may choose one or more options. Options: a. Zipcode 92115 b. Zipcode 92111 c. Zipcode 92104 d. Zipcode 92103 e. None of the above,b,"a,b,c"
Query: Select all options that are adjacent to and south of Zipcode 47959? You may choose one or more options. Options: a. Zipcode 47980 b. Zipcode 47978 c. Zipcode 47995 d. Zipcode 46996 e. None of the above,e,"a,b,e"
Query: Select all options that are adjacent to and south of Zipcode 44484? You may choose one or more options. Options: a. Zipcode 44473 b. Zipcode 44485 c. Zipcode 44483 d. Zipcode 44420 e. None of the above,e,"b,e"
Query: Select all options that are adjacent to and northwest of Zipcode 53149? You may choose one or more options. Options: a. Zipcode 53185 b. Zipcode 53189 c. Zipcode 53120 d. Zipcode 53118 e. None of the above,a,e
Query: Select all options that are northwest of Dickinson County Kansas? You may choose one or more options. Options: a. Saline County Kansas b. Zipcode 66517 c. Zipcode 66441 d. Zipcode 67480 e. None of the above,e,e
Query: Select all options that are northeast of The State of Tennessee? You may choose one or more options. Options: a. Zipcode 38058 b. Zipcode 37034 c. Zipcode 37912 d. Zipcode 24250 e. None of the above,e,e
Query: Select all options that are adjacent to and southwest of Allen County Indiana? You may choose one or more options. Options: a. Zipcode 46701 b. Zipcode 46760 c. Zipcode 46777 d. Zipcode 46825 e. None of the above,e,e
Query: Select all options that are adjacent to and southwest of Zipcode 48176? You may choose one or more options. Options: a. Zipcode 49286 b. Zipcode 48108 c. Zipcode 48103 d. Zipcode 48160 e. None of the above,b,"c,d,e"
Query: Select all options that are adjacent to and east of Merced County California? You may choose one or more options. Options: a. Zipcode 95348 b. Zipcode 95386 c. Santa Clara County California d. Zipcode 93668 e. None of the above,c,e
Query: Select all options that are adjacent to and south of Zipcode 67009? You may choose one or more options. Options: a. Zipcode 67159 b. Zipcode 67138 c. Zipcode 67058 d. Zipcode 67061 e. None of the above,a,e
Query: Select all options that are adjacent to and north of Zipcode 62033? You may choose one or more options. Options: a. Zipcode 62685 b. Zipcode 62023 c. Zipcode 62056 d. Zipcode 62085 e. None of the above,e,e
Query: Select all options that are adjacent to and north of Platte County Missouri? You may choose one or more options. Options: a. Zipcode 64123 b. Zipcode 66104 c. Zipcode 66109 d. Wy e. None of the above,"b,c,d","d,e"
Query: Select all options that are adjacent to and south of Zipcode 26178? You may choose one or more options. Options: a. Zipcode 26161 b. Zipcode 26456 c. Zipcode 26138 d. Zipcode 26351 e. None of the above,e,"c,e"
Query: Select all options that are southeast of Zipcode 84764? You may choose one or more options. Options: a. Zipcode 84776 b. Zipcode 84741 c. Zipcode 84759 d. Zipcode 84718 e. None of the above,c,e
Query: Select all options that are adjacent to and southeast of Zipcode 45359? You may choose one or more options. Options: a. Zipcode 45318 b. Zipcode 45339 c. Zipcode 45373 d. Zipcode 45337 e. None of the above,e,e
Query: Select all options that are adjacent to and southwest of Snyder County Pennsylvania? You may choose one or more options. Options: a. Zipcode 17855 b. Zipcode 17044 c. Zipcode 17857 d. Zipcode 17061 e. None of the above,"a,c",e
Query: Select all options that are adjacent to and south of Zipcode 40962? You may choose one or more options. Options: a. Zipcode 40906 b. Zipcode 41714 c. Zipcode 40740 d. Zipcode 40914 e. None of the above,e,e
Query: Select all options that are adjacent to and south of Nueces County Texas? You may choose one or more options. Options: a. Zipcode 78372 b. Refugio County Texas c. Live Oak County Texas d. Calhoun County Texas e. None of the above,e,"c,e"
Query: Select all options that are adjacent to and northwest of Zipcode 18240? You may choose one or more options. Options: a. Zipcode 18218 b. Zipcode 18202 c. Zipcode 18250 d. Zipcode 18237 e. None of the above,c,"a,b"
Query: Select all options that are east of Okaloosa County Florida? You may choose one or more options. Options: a. Zipcode 32580 b. The State of Alabama c. Escambia County Alabama d. Zipcode 32542 e. None of the above,e,e
Query: Select all options that are adjacent to and west of Wheeler County Oregon? You may choose one or more options. Options: a. Zipcode 97033 b. Zipcode 97864 c. Zipcode 97836 d. Grant County Oregon e. None of the above,"b,d",e
Query: Select all options that are south of Zipcode 80454? You may choose one or more options. Options: a. Zipcode 80439 b. Zipcode 80127 c. Zipcode 80401 d. Zipcode 80465 e. None of the above,c,e
Query: Select all options that are adjacent to and northeast of Zipcode 87041? You may choose one or more options. Options: a. Zipcode 87083 b. Zipcode 87025 c. Zipcode 87072 d. Zipcode 87010 e. None of the above,c,"a,e"
Query: Select all options that are east of Haywood County Tennessee? You may choose one or more options. Options: a. Zipcode 38301 b. Zipcode 38037 c. Zipcode 38012 d. Zipcode 38001 e. None of the above,e,e
Query: Select all options that are northwest of Zipcode 89178? You may choose one or more options. Options: a. Zipcode 89141 b. Zipcode 89054 c. Zipcode 89139 d. Zipcode 89019 e. None of the above,b,e
Query: Select all options that are east of The State of New York? You may choose one or more options. Options: a. Zipcode 03448 b. Zipcode 07432 c. Zipcode 18069 d. Zipcode 03561 e. None of the above,e,e
Query: Select all options that are adjacent to and south of Orangeburg County South Carolina? You may choose one or more options. Options: a. Zipcode 29001 b. Colleton County South Carolina c. Zipcode 29053 d. Calhoun County South Carolina e. None of the above,d,"b,e"
Query: Select all options that are adjacent to and northeast of Zipcode 21912? You may choose one or more options. Options: a. Zipcode 21913 b. Zipcode 21901 c. Zipcode 21930 d. Zipcode 21915 e. None of the above,c,"a,c"
Query: Select all options that are southeast of The State of Massachusetts? You may choose one or more options. Options: a. Zipcode 03465 b. Zipcode 03431 c. Zipcode 05363 d. Zipcode 06469 e. None of the above,"a,b,c",e
Query: Select all options that are south of Zipcode 95135? You may choose one or more options. Options: a. Zipcode 95138 b. Zipcode 95037 c. Zipcode 94550 d. Zipcode 95148 e. None of the above,c,"a,c,d,e"
