type,query,truth
yes/no,Is The State of Texas northeast of Zipcode 73061?,no
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 36518 in relation to Zipcode 36583 in terms of geography. Options: a. northeast of b. north of c. adjacent to and east of d. adjacent to and southeast of e. none of the above,e
checkbox,Query: Select all options that are northeast of The State of Michigan? You may choose one or more options. Options: a. Zipcode 53228 b. Zipcode 60152 c. Zipcode 53511 d. Zipcode 60106 e. None of the above,"a,b,c,d"
yes/no,Is Phillips County Arkansas adjacent to and south of Bolivar County Mississippi?,no
radio,Query: Select exactly one option (a-e) that best describes the relationship of Henderson County Kentucky in relation to McLean County Kentucky in terms of geography. Options: a. adjacent to and northeast of b. west of c. south of d. adjacent to and north of e. none of the above,e
checkbox,Query: Select all options that are adjacent to and east of The State of Florida? You may choose one or more options. Options: a. Zipcode 32344 b. Zipcode 33405 c. Zipcode 33712 d. Zipcode 33634 e. None of the above,e
checkbox,Query: Select all options that are adjacent to and southwest of Zipcode 17370? You may choose one or more options. Options: a. Zipcode 17022 b. Zipcode 17406 c. Zipcode 17315 d. Zipcode 17365 e. None of the above,e
yes/no,Is Zipcode 28438 northwest of Zipcode 28375?,no
checkbox,Query: Select all options that are adjacent to and northwest of Washington County Oklahoma? You may choose one or more options. Options: a. Zipcode 74002 b. Zipcode 67361 c. Rogers County Oklahoma d. Zipcode 67333 e. None of the above,c
yes/no,Is Zipcode 35212 adjacent to and west of Zipcode 35234?,no
radio,Query: Select exactly one option (a-e) that best describes the relationship of Miami-Dade County Florida in relation to Collier County Florida in terms of geography. Options: a. adjacent to and northwest of b. adjacent to and southeast of c. northwest of d. adjacent to and south of e. none of the above,b
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 02215 in relation to Zipcode 02108 in terms of geography. Options: a. inside of b. west of c. they intersect d. adjacent to and northeast of e. none of the above,b
yes/no,Is Muscogee County Georgia northwest of Zipcode 31805?,yes
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 62016 in relation to Zipcode 62031 in terms of geography. Options: a. southeast of b. northeast of c. southwest of d. adjacent to and northwest of e. none of the above,b
checkbox,Query: Select all options that are adjacent to and west of Osage County Oklahoma? You may choose one or more options. Options: a. Zipcode 74060 b. Zipcode 74601 c. Zipcode 74117 d. Zipcode 73077 e. None of the above,e
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 67354 in relation to Zipcode 67335 in terms of geography. Options: a. adjacent to and south of b. west of c. contains d. adjacent to and northeast of e. none of the above,e
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 12791 in relation to Zipcode 12758 in terms of geography. Options: a. adjacent to and southwest of b. west of c. north of d. contains e. none of the above,a
checkbox,Query: Select all options that are adjacent to and southeast of Zipcode 68329? You may choose one or more options. Options: a. Zipcode 68446 b. Zipcode 68448 c. Zipcode 68346 d. Zipcode 68450 e. None of the above,e
checkbox,Query: Select all options that are northwest of Huron County Ohio? You may choose one or more options. Options: a. Zipcode 44889 b. Zipcode 44865 c. Zipcode 44847 d. Zipcode 44805 e. None of the above,d
yes/no,Is The State of Illinois southwest of Zipcode 63117?,no
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 63044 in relation to Zipcode 63074 in terms of geography. Options: a. contains b. adjacent to and northeast of c. southeast of d. adjacent to and northwest of e. none of the above,d
yes/no,Is Marshall County Oklahoma adjacent to and south of Zipcode 75076?,no
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 80621 in relation to Zipcode 80651 in terms of geography. Options: a. north of b. adjacent to and northeast of c. southeast of d. south of e. none of the above,e
yes/no,Is Zipcode 71651 adjacent to and northwest of Zipcode 71744?,no
checkbox,Query: Select all options that are adjacent to and west of Zipcode 75765? You may choose one or more options. Options: a. Zipcode 75771 b. Zipcode 75706 c. Zipcode 75773 d. Zipcode 75644 e. None of the above,e
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 74574 in relation to Zipcode 74536 in terms of geography. Options: a. they intersect b. adjacent to and northeast of c. north of d. adjacent to and northwest of e. none of the above,b
checkbox,Query: Select all options that are adjacent to and north of Canadian County Oklahoma? You may choose one or more options. Options: a. Zipcode 73003 b. Zipcode 73118 c. Zipcode 73121 d. Zipcode 73025 e. None of the above,e
radio,Query: Select exactly one option (a-e) that best describes the relationship of Noble County Indiana in relation to Kosciusko County Indiana in terms of geography. Options: a. adjacent to and northeast of b. they intersect c. northwest of d. adjacent to and east of e. none of the above,d
checkbox,Query: Select all options that are adjacent to and northwest of The State of Arkansas? You may choose one or more options. Options: a. Zipcode 71670 b. Zipcode 38740 c. Zipcode 38725 d. Zipcode 71250 e. None of the above,"b,c,d"
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 15761 in relation to Zipcode 15710 in terms of geography. Options: a. east of b. adjacent to and southeast of c. adjacent to and south of d. adjacent to and southwest of e. none of the above,d
yes/no,Is Westchester County New York southwest of Zipcode 10032?,no
yes/no,Is Zipcode 23156 northeast of Zipcode 23168?,yes
checkbox,Query: Select all options that are east of The State of North Dakota? You may choose one or more options. Options: a. Zipcode 58852 b. Zipcode 58650 c. Zipcode 58413 d. Zipcode 58843 e. None of the above,e
checkbox,Query: Select all options that are east of Zipcode 10011? You may choose one or more options. Options: a. Zipcode 10169 b. Zipcode 07310 c. Zipcode 10173 d. Zipcode 10020 e. None of the above,b
checkbox,Query: Select all options that are west of Zipcode 77455? You may choose one or more options. Options: a. Zipcode 77442 b. Zipcode 77419 c. Zipcode 77432 d. Zipcode 77964 e. None of the above,c
radio,Query: Select exactly one option (a-e) that best describes the relationship of Hartford County Connecticut in relation to Zipcode 06093 in terms of geography. Options: a. adjacent to and east of b. southwest of c. adjacent to and southwest of d. contains e. none of the above,d
radio,Query: Select exactly one option (a-e) that best describes the relationship of The State of West Virginia in relation to Zipcode 44842 in terms of geography. Options: a. northeast of b. north of c. southwest of d. southeast of e. none of the above,d
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 44817 in relation to Zipcode 43467 in terms of geography. Options: a. adjacent to and southwest of b. southeast of c. adjacent to and northwest of d. adjacent to and northeast of e. none of the above,a
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 29010 in relation to Zipcode 29046 in terms of geography. Options: a. adjacent to and north of b. northwest of c. adjacent to and southeast of d. north of e. none of the above,e
yes/no,Is Zipcode 23602 adjacent to and east of Zipcode 23693?,no
yes/no,Is Zipcode 75758 adjacent to and west of Zipcode 75756?,no
checkbox,Query: Select all options that are north of Nye County Nevada? You may choose one or more options. Options: a. Zipcode 93208 b. Zipcode 89118 c. Zipcode 89019 d. White Pine County Nevada e. None of the above,c
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 82721 in relation to Zipcode 59311 in terms of geography. Options: a. contains b. southeast of c. adjacent to and southwest of d. northwest of e. none of the above,c
yes/no,Is Zipcode 76104 southwest of Zipcode 76109?,no
checkbox,Query: Select all options that are adjacent to and east of The State of Maryland? You may choose one or more options. Options: a. Zipcode 22935 b. Zipcode 22043 c. Zipcode 19946 d. Zipcode 20743 e. None of the above,e
yes/no,Is Tyler County West Virginia adjacent to and east of Zipcode 45767?,yes
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 92114 in relation to Zipcode 92105 in terms of geography. Options: a. adjacent to and north of b. adjacent to and southeast of c. north of d. northeast of e. none of the above,b
yes/no,Is Nelson County Kentucky southeast of Zipcode 40272?,yes
yes/no,"Bexar County Texas intersects with Zipcode 78069, correct?",yes
radio,Query: Select exactly one option (a-e) that best describes the relationship of Garvin County Oklahoma in relation to Zipcode 73095 in terms of geography. Options: a. southwest of b. contains c. northwest of d. south of e. none of the above,e
yes/no,"The State of Texas is inside of Zipcode 75052, correct?",no
yes/no,"Hinds County Mississippi contains Zipcode 39202, correct?",yes
yes/no,Is Zipcode 37166 adjacent to and southwest of Zipcode 38544?,yes
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 76164 in relation to Zipcode 76111 in terms of geography. Options: a. south of b. adjacent to and east of c. adjacent to and southwest of d. north of e. none of the above,e
yes/no,Is Zipcode 88426 northwest of Zipcode 88411?,yes
radio,Query: Select exactly one option (a-e) that best describes the relationship of Zipcode 62473 in relation to Zipcode 62838 in terms of geography. Options: a. adjacent to and southwest of b. contains c. east of d. northeast of e. none of the above,d
checkbox,Query: Select all options that are north of Cherokee County Georgia? You may choose one or more options. Options: a. Zipcode 30041 b. Lumpkin County Georgia c. Zipcode 30043 d. Zipcode 30533 e. None of the above,e
